variant_id,title_long,product_type,handle,color,store_name
11167,Cerulean Blue and Golden Zari Woven Pure Silk Saree With Orange Blouse,,and-golden-zari-woven-pure-silk-saree-with-brown-blouse,,Store_A
11168,Cerulean Blue Colour Soft Handloom Zari Weaving Silk Saree,,copy-of-pure-green-colour-paithani-saree-with-maroon-worked-blouse,,Store_A
11169,Cerulean Blue Silver and Gold Zari Weaved Silk Saree,,cerulean-blue-silver-and-gold-zari-weaved-kanchipuram-silk-saree,,Store_A
11170,Charcoal Black & Golden Zari Banarasi Silk Saree With Blouse,,kaarika,,Store_A
11171,Charcoal Black & Golden Zari Woven Kanjivaram Silk  Saree With Blouse,,charcoal-black-golden-zari-woven-kanjivaram-silk-saree-with-blouse,,Store_A
11172,Charcoal Black Banarasi Silk Saree With Matching Black Blouse,,copy-of-forest-green-kanjivaram-saree-with-matching-green-blouse,,Store_A
11173,Charming Optic Green Woven Patola Silk Saree with Classic Border,,charming-optic-green-woven-patola-silk-saree-with-classic-border,,Store_A
11174,Cherry Red Kanjivaram Saree With Matching Red Blouse,,cherry-red-kanjivaram-saree-with-matching-red-blouse,,Store_A
11175,Cherry Red Woven Kanjivaram Wedding Saree,,cherry-red-woven-kanjivaram-wedding-saree,,Store_A
11176,Cherry Red Zari Butta Linen Silk Saree With Blouse,,graceful-lenen-silk-saree-with-blouse,,Store_A
11177,Chestnut Brown Colour 3D Chiffon Saree With Sequence Blouse,,chestnut-brown-colour-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11178,Chiffon Cream Handloom Weaving Silk with Gotta lace border,,copy-of-gray-color-handloom-weaving-silk-with-gotta-lace-border,,Store_A
11179,Chikoo and Maroon Combination Brasso Silk saree with Work Blouse,,chikoo-and-maroon-combination-brasso-silk-saree-with-work-blouse,,Store_A
11180,Chikoo Color Paithani Silk Woven Pallu Saree With Designer Blouse,,paithani-silk-woven-pallu-saree-with-designer-blouse,,Store_A
11181,Chikoo color Soft Linen with Lucknowi weaving Border and Gota patti work,,chikoo-color-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,,Store_A
11182,Chiku Color Linen Silk Saree With Woven Butti Pallu and Blouse,,pure-linen-silk-saree-with-woven-pallu-and-woven-butti,,Store_A
11183,Chiku Colour  Tassar Silk Weaving Saree With Beautiful Zari Woven Work,,copy-of-basil-green-tassar-silk-weaving-saree-with-beautiful-zari-woven-work,,Store_A
11184,Chiku Linen Silk Saree With Zari Woven Pallu & Border With Blouse,,linen-silk-saree-with-zari-woven-pallu-border-with-blouse,,Store_A
11185,Closet mix Off-white and Pink Silk Saree With Blouse,,closet-mix-off-white-and-pink-silk-saree-with-blouse,,Store_A
11186,Closet mix Off-white and Pink Zari Border Saree With Blouse,,closet-mix-off-white-and-pink-zari-border-saree-with-blouse,,Store_A
11187,Coal Black Silver and Gold Zari Weaved Silk Saree,,coal-black-silver-and-gold-zari-weaved-silk-saree,,Store_A
11188,Coffee Color  Linen Cotton saree with Beautiful Digital print and Zari Lining Pallu,,soft-linen-cotton-saree-with-beautiful-digital-print-and-zari-lining-all-over-with-tassels-at-pallu,,Store_A
11189,Coffee Sambalpuri Cotton With Fancy Tassels Saree,,coffee-sambalpuri-cotton-with-fancy-tassels-saree,,Store_A
11190,Coffee Tassar silk Weaving With Beautiful Zari Border Saree,,coffee-tassar-silk-weaving-with-beautiful-zari-border-saree,,Store_A
11191,Coin Gray Banarasi Cotton with Chikankari lakhnavi Weaving Saree,,coin-gray-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,,Store_A
11192,Coin Gray Golden Checks Design Soft Raw Silk Saree,,coin-gray-golden-chex-design-soft-raw-silk-saree,,Store_A
11193,Coin Gray Handloom Zari Weaving Silk Saree With Woven Border,,coin-gray-handloom-zari-weaving-silk-saree-with-woven-border,,Store_A
11194,Coin Grey Pure Paithani  Silk Saree With Silver Zari Border Blouse,,coin-grey-pure-paithani-silk-saree-with-silver-zari-weaving-border-blouse,,Store_A
11195,Cookie Dough Zari Base Handloom Weaving Saree,,attractive-cream-zari-base-handloom-weaving-saree,,Store_A
11196,Copper Tussar silk Pure Paithani With Pure Zari Woven Border Saree,,copper-tussar-silk-pure-paithani-with-pure-zari-woven-border-saree,,Store_A
11197,Copper Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-1,,Store_A
11198,Coral Bead Copper Zari Handloom Weaving Silk Saree,,coral-bead-copper-zari-handloom-weaving-silk-saree,,Store_A
11199,Coral Peach All Over Design Soft Kanjivaram Silk Saree,,coral-peach-all-over-design-soft-kanjivaram-silk-saree,,Store_A
11200,Coral Pink Art silk Saree,,coral-pink-art-silk-saree,,Store_A
11201,Corn Yellow And Golden Zari Design Border With Blouse,,and-golden-zari-butta-design-border-with-blouse-2,,Store_A
11202,Corn Yellow Linen Silk Saree With Blouse,,corn-yellow-linen-silk-saree-with-blouse,,Store_A
11203,Cream Color Linen Cotton saree with Beautiful Digital print and Zari Lining Pallu,,cream-color-linen-cotton-saree-with-beautiful-digital-print-and-zari-lining-pallu,,Store_A
11204,Cream color Soft Linen with Lucknowi weaving Border and Gota patti work,,cream-color-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,,Store_A
11205,Cream Colour Handloom Linen Silk Saree With Grandeur Tissue Pallu,,cream-colour-handloom-linen-silk-saree-with-amazing-pallu,,Store_A
11206,Cream Colour ikkat Border Tassar Silk Saree With Blouse For Comfy look,,copy-of-auspicious-pine-green-zari-weaving-lichi-silk-saree-with-blouse,,Store_A
11207,Cream Colour Soft Handloom Zari Weaving Silk Saree,,copy-of-stone-blue-colour-soft-handloom-zari-weaving-silk-saree,,Store_A
11208,Cream Cotton Silk Saree With Ikkat Woven Designs Pallu And Blouse,,soft-silk-saree-with-ikkat-woven-designs-pallu-and-blouse,,Store_A
11209,Cream Golden Zari Shine Kanjivaram Wedding Saree With Blouse,,cream-golden-zari-shine-kanjivaram-wedding-saree-with-blouse-1,,Store_A
11210,Cream Handloom Linen saree With Meenakari weaved classic tissue pallu,,cream-handloom-linen-saree-with-meenakari-weaved-grand-classic-tissue-pallu,,Store_A
11211,Cream Jacquard Woven Design Saree With Embroidered Blouse,,pink-jacquard-woven-design-saree-with-embroidered-blouse-1,,Store_A
11212,Cream Linen Silk Sarees with Gold and Silver Zari Border,,cream-linen-silk-sarees-with-gold-and-silver-zari-border,,Store_A
11213,Cream Pure Tissue Linen With Silver Zari Weaves Temple Border Saree,,cream-pure-tissue-linen-with-silver-zari-weaves-temple-border-saree,,Store_A
11214,Cream Semi Tussar Silk With Ikkat Weaves Checks Fancy Tassels Saree,,cream-semi-tussar-silk-with-ikkat-weaves-checks-fancy-tassels-saree,,Store_A
11215,Cream Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-2,,Store_A
11216,Cream Woven Kanjivaram Wedding Saree With Blouse,,cream-woven-kanjivaram-wedding-saree-with-blouse,,Store_A
11217,Cream Zari Woven Linen Silk Saree With Matching Blouse,,zari-woven-linen-silk-saree-with-matching-blouse-1,,Store_A
11218,Creamy Cream zari Woven Paithani Silk Saree With Designer Red Blouse,,creamy-cream-zari-woven-paithani-silk-saree-with-designer-red-blouse,,Store_A
11219,Creamy Gold Shine Paithani Silk Saree with Flower Woven Zari border,,creamy-gold-shine-paithani-silk-saree-with-flower-woven-zari-border,,Store_A
11220,Creamy Off-white and Red Zari Border Silk Saree With Blouse,,creamy-off-white-and-red-zari-border-silk-saree-with-blouse,,Store_A
11221,Creamy Off-White Kashmiri Modal Handloom Weaving Saree,,ight-brown-banarasi-silk-woven-saree,,Store_A
11222,Creamy Pink & Golden zari Woven Kanjivaram Silk Saree With Blouse,,creamy-pink-golden-zari-woven-kanjivaram-silk-saree-with-blouse,,Store_A
11223,Crepe Pink Banarasi Zari Weaving Silk saree,,crepe-pink-banarasi-zari-weaving-silk-saree,,Store_A
11224,Crepe Pink Handloom Zari Weaving Silk Saree With Woven Border,,crepe-pink-handloom-zari-weaving-silk-saree-with-woven-border,,Store_A
11225,Crepe Pink Linen Silk Saree With Zari Border,,flower-linen-silk-saree-with-zari-border-1,,Store_A
11226,Crimson Red Colour Kanjivaram  Silk Saree With Blouse,,red-colour-kanjivaram-zari-weaving-silk-saree-with-blouse,,Store_A
11227,Crimson Red Golden Shine Kanjivaram Wedding Saree With Blouse,,crimson-red-golden-shine-kanjivaram-wedding-saree-with-blouse,,Store_A
11228,Crimson Red Paithani Silk Saree With Blouse,,crimson-red-paithani-silk-saree-with-blouse,,Store_A
11229,Crow Black Kashmiri Modal Handloom Weaving Saree,,crow-black-kashmiri-modal-handloom-weaving-saree,,Store_A
11230,Cyan Blue Cotton with Chikankari lakhnavi Weaving Saree,,cyan-green-cotton-with-chikankari-lakhnavi-weaving-saree,,Store_A
11231,Cyan Green Soft Handloom Weaving Silk in Copper Zari,,cyan-green-soft-handloom-weaving-silk-in-copper-zari,,Store_A
11232,Dandelion Yellow Silk Saree with Zari Woven Border and Pallu,,silk-saree-with-zari-woven-border-and-pallu-3,,Store_A
11233,Dark Blue Flower Designed Soft Banarasi katan Silk Saree,,flower-designed-soft-banarasi-katan-silk-saree-with-fancy-tassels-2,,Store_A
11234,Dark Green 3D Chiffon Saree With Sequence Blouse,,dark-green-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11235,Dark Green Colour 3D Chiffon Saree With Sequence Blouse,,dark-green-colour-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11236,Dark Green Georgette Embroidery Border Saree,,dark-green-georgett-embroidery-border-saree,,Store_A
11237,Dark Green Lycra Saree with Thread and Sequins Embroidery Work,,dark-green-lycra-saree-with-thread-and-sequins-embroidery-work,,Store_A
11238,Dark Green Silk Embroidered Saree with yellow Blouse,,copy-of-honey-yellow-silk-embroidered-saree-with-peacock-blue-blouse,,Store_A
11239,Dark Green Silver and Gold Zari Weaved Silk Saree,,dark-green-silver-and-gold-zari-weaved-kanchipuram-silk-saree,,Store_A
11240,Dark Grey Fancy Tassel Border Saree,,dark-grey-fancy-tassel-border-saree,,Store_A
11241,Dark Mauve Purple All Over Design Soft Kanjivaram Silk Saree,,dark-mauve-all-over-design-soft-kanjivaram-silk-saree,,Store_A
11242,Dark Orchid Purple Soft Silk Saree In Handloom Weaving With Sequins,,dark-orchid-purple-soft-silk-saree-in-handloom-weaving-with-sequins,,Store_A
11243,Dark Pine Paithani Silk Saree in Patched Border With Unique Latkan,,paithani-silk-saree-in-patched-border-with-designer-blouse,,Store_A
11244,Dark Pink & Golden Kanjivaram Wedding Saree With Blouse,,dark-pink-golden-kanjivaram-wedding-saree-with-blouse,,Store_A
11245,Dark Pink Banarasi Silk Saree with beautiful Meenakari pallu and border,,copy-of-orange-banarasi-silk-saree-with-meenakari-pallu-and-fancy-tassels,,Store_A
11246,Dark Pink Banarasi Soft Silk Paithani Saree,,dark-pink-banarasi-soft-silk-paithani-saree,,Store_A
11247,Dark Pink Banarasi Soft Silk Paithani With Zari Border Saree,,dark-pink-banarasi-soft-silk-paithani-with-zari-border-saree,,Store_A
11248,Dark Pink Golden Zari Weaving Banarasi Silk Saree,,dark-pink-golden-zari-weaving-banarasi-silk-saree,,Store_A
11249,Dark Pink Kanjivaram Saree With Matching Pink Blouse,,copy-of-sea-green-kanjivaram-saree-with-matching-green-blouse,,Store_A
11250,Dark Pink Tassar silk Weaving With Beautiful Zari Border Saree,,dark-pink-tassar-silk-weaving-with-beautiful-zari-border-saree,,Store_A
11251,Dark Pink Tessar Silk Weaving Saree,,dark-pink-tessar-silk-weaving-saree,,Store_A
11252,Dark Pink Zari Weaving Banarasi Silk Saree,,dark-pink-zari-weaving-banarasi-silk-saree,,Store_A
11253,Dark Punch Pink Kanjivaram Silk Saree With N Golden Zari Design,,dark-punch-pink-kanjivaram-silk-saree-with-n-golden-zari-design,,Store_A
11254,Dark Purple Colour 3D Chiffon Saree With Sequence Blouse,,dark-purple-colour-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11255,Dark Purple Organza Saree With Floral Digital Print Saree,,dark-purple-organza-saree-with-floral-digital-print-saree,,Store_A
11256,Dark Purple Soft banarasi katan silk saree,,dark-purple-soft-banarasi-katan-silk-saree,,Store_A
11257,Dark Sky Blue Georgette Embroidery Border Saree,,dark-sky-blue-georgett-embroidery-border-saree,,Store_A
11258,Dark Sky Blue Soft Organza Silk With Beautiful Floral Print Saree,,dark-sky-blue-soft-organza-silk-with-beautiful-floral-print-saree,,Store_A
11259,Dazzling Green and Orange Patola  Kanjivaram Silk Saree With Blouse,,dazzling-green-and-orange-patola-kanjivaram-silk-saree-with-blouse,,Store_A
11260,Deep Pink Gold Zari Woven Kanjivaram Silk Saree With Blouse,,deep-pink-gold-zari-woven-kanjivaram-silk-saree,,Store_A
11261,Deep Sky Blue Bandhani Design Silk Saree With Embroidery Work Blouse,,bandhani-design-silk-saree-with-embroidery-work-blouse,,Store_A
11262,Deep Sky Blue Colour Cotton Silk Saree  With Plan Blouse,,deep-sky-blue-colour-cotton-silk-saree-with-plan-blouse,,Store_A
11263,Deep Sky Blue Woven Paithani Silk Saree With Designer Blouse,,deep-sky-blue-woven-paithani-silk-saree-with-designer-blouse,,Store_A
11264,Denim Blue & Golden Zari Banarasi Silk Saree With Blouse,,denim-blue-golden-zari-banarasi-silk-saree-with-blouse,,Store_A
11265,Denim Blue Kanjivaram Silk Saree With Zari Border Blouse,,denim-blue-kanjivaram-silk-saree-with-zari-border-blouse,,Store_A
11266,Denim Blue Kashmiri Modal Handloom Weaving Saree,,denim-blue-kashmiri-modal-handloom-weaving-saree,,Store_A
11267,Denim Blue Soft Blender Silk Weaving Silver Zari Saree With Blouse,,denim-blue-soft-blender-silk-weaving-silver-zari-saree-with-blouse,,Store_A
11268,Denim Blue Woven Patola Silk Saree with Classic Border,,denim-blue-woven-patola-silk-saree-with-classic-border,,Store_A
11269,Denim Navy Blue Woven Paithani Silk Saree With Blouse,,denim-navy-blue-printed-woven-paithani-silk-saree-with-blouse,,Store_A
11270,Designer Soft Cotton Linen Woven Saree In Apricot Orange,,copy-of-self-design-soft-cotton-linen-woven-saree-in,,Store_A
11271,Designer Soft Cotton Linen Woven Saree In Black,,designer-soft-cotton-linen-woven-saree-in-3,,Store_A
11272,Designer Soft Cotton Linen Woven Saree In Denim Blue,,designer-soft-cotton-linen-woven-saree-in-1,,Store_A
11273,Designer Soft Cotton Linen Woven Saree In Magenta Pink,,soft-cotton-kalamkari-print-saree-3,,Store_A
11274,Designer Soft Cotton Linen Woven Saree In Ocean Blue,,designer-soft-cotton-linen-woven-saree-in,,Store_A
11275,Designer Soft Cotton Linen Woven Saree In Rani Pink,,designer-soft-cotton-linen-woven-saree-in-2,,Store_A
11276,Dusty Red Tussar Silk Copper Zari Weaving Saree,,dusty-red-tussar-silk-copper-zari-weaving-saree,,Store_A
11277,Eggplant Purple Pure Jacquard With Beautiful Tassels Wedding Wear Saree,,eggplant-purple-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,,Store_A
11278,Elephant Gray Handloom Zari Weaving Silk Saree With Woven Border,,elephant-gray-handloom-zari-weaving-silk-saree-with-woven-border,,Store_A
11279,Emerald Green Exclusive Border Zari Waving Saree With Woven Pallu,,emerald-green-exclusive-border-embroidered-saree-with-woven-pallu,,Store_A
11280,Emerald Green Golden Zari Butta Design Border With Blouse,,emerald-green-golden-zari-butta-design-border-with-blouse,,Store_A
11281,Emerald Green Handloom Weaving Silk with Gotta lace border,,emerald-green-handloom-weaving-silk-with-gotta-lace-border,,Store_A
11282,Emerald Green Paithani Silk Saree with Golden Zari Woven Border,,emerald-green-paithani-silk-saree-with-golden-zari-woven-border,,Store_A
11283,Exclusive Blue Pure Patola Silk With Fancy Tassels Saree,,exclusive-blue-pure-patola-silk-with-tassels-attached-saree,,Store_A
11284,Exclusive Green Pure Patola Silk With Fancy Tassels Saree,,exclusive-green-pure-patola-silk-with-fancy-tassels-saree,,Store_A
11285,Exclusive Orange Pure Patola Silk With Fancy Tassels Saree,,exclusive-orange-pure-patola-silk-with-fancy-tassels-saree,,Store_A
11286,Exclusive Pink Pure Patola Silk With Fancy Tassels Saree,,exclusive-pink-pure-patola-silk-with-fancy-tassels-saree,,Store_A
11287,Exclusive Rama Blue Pure Patola Silk With Fancy Tassels Saree,,exclusive-rama-blue-pure-patola-silk-with-fancy-tassels-saree,,Store_A
11288,Exclusive Red Pure Patola Silk With Fancy Tassels Saree,,exclusive-red-pure-patola-silk-with-fancy-tassels-saree,,Store_A
11289,Extravagant White Woven Patola Silk Saree with Classic Border,,extravagant-white-woven-patola-silk-saree-with-classic-border,,Store_A
11290,Fabulous Army Green Soft Cotton Silk Patola Saree,,fabulous-army-green-soft-cotton-silk-patola-saree,,Store_A
11291,Fabulous Dark Purple Soft Cotton Silk Patola Saree,,fabulous-dark-purple-soft-cotton-silk-patola-saree,,Store_A
11292,Fabulous Dark Sky Blue Soft Cotton Silk Patola Saree,,fabulous-dark-sky-blue-soft-cotton-silk-patola-saree,,Store_A
11293,Fabulous Gray Soft Cotton Silk Patola Saree,,fabulous-gray-soft-cotton-silk-patola-saree,,Store_A
11294,Fabulous Green & Pink Soft Cotton Silk Patola Saree,,fabulous-green-pink-soft-cotton-silk-patola-saree,,Store_A
11295,Fabulous Green & Teal Blue Soft Cotton Silk Patola Saree,,fabulous-green-teal-blue-soft-cotton-silk-patola-saree,,Store_A
11296,Fabulous Orange & Red Soft Cotton Silk Patola Saree,,fabulous-orange-red-soft-cotton-silk-patola-saree,,Store_A
11297,Fabulous Rosewood Soft Cotton Silk Patola Saree,,fabulous-rosewood-soft-cotton-silk-patola-saree,,Store_A
11298,Fabulous White & Dark Pink Soft Cotton Silk Patola Saree,,fabulous-white-dark-pink-soft-cotton-silk-patola-saree,,Store_A
11299,Fabulous White & Dark Sky Blue Soft Cotton Silk Patola Saree,,fabulous-white-dark-sky-blue-soft-cotton-silk-patola-saree,,Store_A
11300,Fabulous White & Red Soft Cotton Silk Patola Saree,,fabulous-white-red-soft-cotton-silk-patola-saree,,Store_A
11301,Fabulous White & Yellow Soft Cotton Silk Patola Saree,,fabulous-white-soft-cotton-silk-patola-saree,,Store_A
11302,Fabulous White Zari Base Handloom Weaving Saree,,fabulous-white-zari-base-handloom-weaving-saree,,Store_A
11303,Facia Pink All Over Design Soft Kanjivaram Silk Saree,,facia-pink-all-over-design-soft-kanjivaram-silk-saree,,Store_A
11304,Fandango Pure Jacquard With Beautiful Tassels Wedding Wear Saree,,fandango-pure-jacquard-with-beautiful-tassels-wedding-wear-saree,,Store_A
11305,Fantastic Morpinch Color Soft handloom Weaving Silk Saree with Blouse,,fantastic-morpinch-color-soft-handloom-weaving-silk-saree-with-blouse,,Store_A
11306,Fantastic Multy Color Woven Patola Silk Saree with Classic Border,,fantastic-multy-color-woven-patola-silk-saree-with-classic-border,,Store_A
11307,Fashionable Party wear Black Colour  Kanjivaram Silk Saree With Blouse,,fashionable-party-wear-black-colour-kanjivaram-silk-saree-with-blouse,,Store_A
11308,Fern Green Flower Linen Silk Saree With Zari Border,,flower-linen-silk-saree-with-zari-border-2,,Store_A
11309,Fern Green Lucknowi Work Silk Saree With Designer Blouse,,lucknowi-work-cotton-silk-saree-with-designer-blouse,,Store_A
11310,Fiery Rose Designer Kanjivaram Silk Saree With Embroidered Blouse,,designer-kanjivaram-silk-saree-with-embroidered-blouse-1,,Store_A
11311,Fire Orange & Golden Zari Woven Kanjivaram Saree With Blouse,,fire-orange-golden-zari-woven-kanjivaram-saree-with-blouse,,Store_A
11312,Fire Orange and Purple Combination Attractive Paithani Silk Saree,,fire-orange-and-purple-combination-attractive-paithani-silk-saree,,Store_A
11313,Fire Orange Golden Shine Kanjivaram Wedding Saree With Blouse,,copy-of-mulberry-purple-shine-kanjivaram-wedding-saree-with-blouse,,Store_A
11314,Fire Orange Paithani Silk Saree With Blouse,,fire-orange-paithani-silk-saree-with-blouse,,Store_A
11315,Fire Yellow Paithani Silk Saree in Patched Border with Unique Latkan,,fire-yellow-paithani-silk-saree-in-patched-border-with-unique-latkan,,Store_A
11316,Firoji Blue Linen Silk Saree With Zari Woven Pallu & Border With Blouse,,linen-silk-saree-with-zari-woven-pallu-border-with-blouse-1,,Store_A
11317,Firoji Green Soft Linen Tissue Silk With Fancy Tassels Saree,,firoji-green-soft-linen-tissue-silk-with-fancy-tassels-saree,,Store_A
11318,Firozi Blue Soft Mulberry Silk Weaving Saree,,firozi-blue-soft-mulberry-silk-weaving-saree,,Store_A
11319,Firozi color Banarasi Cotton with Chikankari lakhnavi Weaving Saree,,firozi-color-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,,Store_A
11320,Firozi Color Exclusive Zari Border Saree With Woven Pallu,,firozi-color-exclusive-zari-border-saree-with-woven-pallu,,Store_A
11321,Flamingo Pink & Golden Zari Banarasi Silk Saree With Blouse,,copy-of-army-green-golden-zari-banarasi-silk-saree-with-blouse,,Store_A
11322,Flamingo Pink Zari Design Silk Saree With Matching Blouse,,flamingo-pink-zari-woven-silk-saree-with-matching-blouse,,Store_A
11323,Flint Gray Cotton with Chikankari lakhnavi Weaving Saree,,flint-gray-cotton-with-chikankari-lakhnavi-weaving-saree,,Store_A
11324,Flower Pink Soft Silk Golden Zari weaving with contrast blouse,,flower-pink-soft-silk-golden-zari-weaving-with-contrast-blouse,,Store_A
11325,Forest Green Kanjivaram Saree With Matching Green Blouse,,copy-of-dark-pink-kanjivaram-saree-with-matching-pink-blouse,,Store_A
11326,Forest Green Silk Embroidered Saree With Lime Blouse,,copy-2,,Store_A
11327,Forest Green Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-3,,Store_A
11328,French Blue Color Soft Patola Silk Saree with Pink blouse,,color-soft-patola-silk-saree,,Store_A
11329,French Rose Purple Kanjivaram Silk Saree With Golden Zari Design,,french-rose-purple-kanjivaram-silk-saree-with-golden-zari-design,,Store_A
11330,Fresh Pink Lycra Saree with Thread and Sequins Embroidery Work,,fresh-pink-lycra-saree-with-thread-and-sequins-embroidery-work,,Store_A
11331,Fuscia Pink Bandhani Design Silk Saree With Embroidery Work Blouse,,bandhani-design-silk-saree-with-embroidery-work-blouse-3,,Store_A
11332,Fuscia Pink Handloom Zari Weaving Silk Saree With Blouse,,copy-of-pine-green-handloom-zari-weaving-silk-saree-with-blouse,,Store_A
11333,Fuscia Pink Leheriya zari Weaving Soft Silk Saree With Heavy Pallu,,fuscia-pink-leheriya-zari-weaving-soft-silk-saree-with-heavy-pallu,,Store_A
11334,Fuscia Pink Silk Saree with Zari Woven Border and Pallu,,silk-saree-with-floral-woven-border-and-pallu-2,,Store_A
11335,Garnet Red Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-5,,Store_A
11336,Glossy Purple Colour Soft Handloom Zari Weaving Silk Saree,,copy-of-wine-colour-soft-handloom-zari-weaving-silk-saree,,Store_A
11337,Gold Sambalpuri Cotton With Fancy Tassels Saree,,gold-sambalpuri-cotton-with-fancy-tassels-saree,,Store_A
11338,Gold Woven Banarasi Silk Saree With Blouse,,gold-woven-banarasi-silk-saree-with-blouse,,Store_A
11339,Gold Yellow Leheriya zari Weaving Soft Silk Saree With Heavy Pallu,,gold-yellow-leheriya-zari-weaving-soft-silk-saree-with-heavy-pallu,,Store_A
11340,Gold Yellow With Golden Zari Border Soft Ghiccha Silk Saree,,pastel-with-golden-zari-border-soft-ghiccha-silk-saree-1,,Store_A
11341,Golden  Paithani Saree With dark Green blouse,,copy-of-golden-cream-paithani-saree-with-maroon-blouse,,Store_A
11342,Golden Art silk Saree,,golden-art-silk-saree,,Store_A
11343,Golden Beige Banarasi Cotton with Chikankari lakhnavi Weaving Saree,,golden-beige-banarasi-cotton-with-chikankari-lakhnavi-weaving-saree,,Store_A
11344,Golden Soft Silk Sarees with Golden Zari,,golden-soft-silk-sarees-with-golden-zari,,Store_A
11345,Golden soft Silk Sarees With Zari Border,,golden-soft-silk-sarees-with-zari-border,,Store_A
11346,Goldfish Orange Soft Cotton Kalamkari Print Saree,,soft-cotton-kalamkari-print-saree-1,,Store_A
11347,Graceful Pista Lenen Silk Saree With Blouse,,graceful-pista-lenen-silk-saree-with-blouse,,Store_A
11348,Grand Light Orange Tissue Woven Silk Saree With Blouse,,grand-light-orange-tissue-woven-silk-saree-with-blouse,,Store_A
11349,Granola Yellow Lucknowi Cotton Silk Saree With work Blouse,,granola-yellow-lucknowi-cotton-silk-saree-with-plan-blouse,,Store_A
11350,Gray And Wine Cord and Sequins Embroidery Saree with Blouse,,gray-and-wine-cord-and-sequins-embroidery-saree-with-blouse,,Store_A
11351,Gray Beautiful Raw Silk Silver Zari Checks Saree,,gray-beautiful-raw-silk-silver-zari-checks-saree,,Store_A
11352,Gray color 3D Chiffon Saree With Sequence Blouse,,gray-color-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11353,Gray Color Modal Handloom Weaving Silk with Gotta lace border,,modal-handloom-weaving-silk,,Store_A
11354,Gray Color Soft Raw Silk Saree with Checks Blouse,,grey-color-soft-raw-silk-saree-with-checks-blouse,,Store_A
11355,Gray Handloom Linen saree With Meenakari weaved classic tissue pallu,,lavender-handloom-linen-saree-with-meenakari-weaved-classic-tissue-pallu,,Store_A
11356,Gray Linen Silk Saree With Zari Woven Pallu & Border With Blouse,,linen-silk-saree-with-zari-woven-pallu-border-with-blouse-2,,Store_A
11357,Gray Linen Silk Sarees with Gold and Silver Zari Border,,gray-linen-silk-sarees-with-gold-and-silver-zari-border,,Store_A
11358,Gray Pure Linen Saree With Different Beautiful Designs Saree,,gray-pure-linen-saree-with-different-beautiful-designs-saree,,Store_A
11359,Gray Pure Tussar Silk Jamdani Weaving With Exclusive Fancy Tassels Saree,,gray-pure-tussar-silk-jamdani-weaving-with-exclusive-fancy-tassels-saree,,Store_A
11360,Gray Sambalpuri Cotton With Fancy Tassels Saree,,gray-sambalpuri-cotton-with-fancy-tassels-saree,,Store_A
11361,Gray shade Soft Linen with Lucknowi weaving Border and Gota patti work,,gray-shade-soft-linen-with-lucknowi-weaving-border-and-gota-patti-work,,Store_A
11362,Gray Soft Linen Tissue Silk With Fancy Tassels Saree,,grey-soft-linen-tissue-silk-with-fancy-tassels-saree,,Store_A
11363,Gray Soft Mulberry Silk Weaving Saree,,gray-soft-mulberry-silk-weaving-saree,,Store_A
11364,Gray Soft Slub Silk Golden Zari Saree with Matching Blouse,,gray-soft-slub-silk-golden-zari-saree-with-matching-blouse,,Store_A
11365,Gray Tassar silk Weaving With Beautiful Zari Border Saree,,gray-tassar-silk-weaving-with-beautiful-zari-border-saree,,Store_A
11366,Gray Tussar Silk Saree With Ikkat Woven Border and Fancy Pallu,,tussar-silk-saree-with-ikkat-woven-border-and-fancy-pallu-4,,Store_A
11367,Green 3D Chiffon Saree With Sequence Blouse,,green-3d-velvet-chiffon-saree-with-sequence-blouse,,Store_A
11368,Green and Red Combination Brasso Silk saree with Work Blouse,,green-and-red-combination-brasso-silk-saree-with-work-blouse,,Store_A
11369,Green Art silk Saree,,green-art-silk-saree,,Store_A
11370,Green Banarasi Soft Silk Paithani Saree,,green-banarasi-soft-silk-paithani-saree,,Store_A
11371,Green Banarasi Soft Silk Paithani With Zari Border Saree,,green-banarasi-soft-silk-paithani-with-zari-border-saree,,Store_A
11372,Green Banarasi tussar silk paithani saree,,green-banarasi-tussar-silk-paithani-saree,,Store_A
11373,Green Beautiful Raw Silk Silver Zari Checks Saree,,green-beautiful-raw-silk-silver-zari-checks-saree,,Store_A
